ipc_code,sample_count,sample_ratio,estimated_80pct_train_samples,below_2,below_5,below_10
G06F16/13,2,0.0002,1,否,是,是
B28B23/02,2,0.0002,1,否,是,是
H01M4/86,2,0.0002,1,否,是,是
A61F2/82,2,0.0002,1,否,是,是
C21D9/52,2,0.0002,1,否,是,是
A01H4/00,2,0.0002,1,否,是,是
B23C3/00,2,0.0002,1,否,是,是
B65G65/46,2,0.0002,1,否,是,是
H01M50/20,2,0.0002,1,否,是,是
G06F40/151,2,0.0002,1,否,是,是
B65G47/57,2,0.0002,1,否,是,是
G06F16/176,2,0.0002,1,否,是,是
G01N21/95,2,0.0002,1,否,是,是
H04L9/06,2,0.0002,1,否,是,是
F21S41/141,2,0.0002,1,否,是,是
C25D1/04,2,0.0002,1,否,是,是
G01R31/36,2,0.0002,1,否,是,是
B02C13/06,2,0.0002,1,否,是,是
B25J17/02,2,0.0002,1,否,是,是
F25B1/10,2,0.0002,1,否,是,是
B01J23/42,2,0.0002,1,否,是,是
G05D9/12,2,0.0002,1,否,是,是
C09D11/52,2,0.0002,1,否,是,是
E02D17/02,2,0.0002,1,否,是,是
B65B35/24,2,0.0002,1,否,是,是
H01G9/042,2,0.0002,1,否,是,是
H02M7/537,2,0.0002,1,否,是,是
B66F7/16,2,0.0002,1,否,是,是
H02J3/36,2,0.0002,1,否,是,是
B25H1/04,2,0.0002,1,否,是,是
E04D11/02,2,0.0002,1,否,是,是
H01Q1/24,2,0.0002,1,否,是,是
H04L41/08,2,0.0002,1,否,是,是
H05B47/165,2,0.0002,1,否,是,是
A01C7/06,2,0.0002,1,否,是,是
B02C1/04,2,0.0002,1,否,是,是
B05B1/00,2,0.0002,1,否,是,是
B23P23/02,2,0.0002,1,否,是,是
B29C45/42,2,0.0002,1,否,是,是
E04G3/30,2,0.0002,1,否,是,是
B01D46/88,2,0.0002,1,否,是,是
A01K61/10,2,0.0002,1,否,是,是
H04L45/12,2,0.0002,1,否,是,是
A61H15/00,2,0.0002,1,否,是,是
F16K31/60,2,0.0002,1,否,是,是
B01J2/14,2,0.0002,1,否,是,是
B23D45/00,2,0.0002,1,否,是,是
A23B4/07,2,0.0002,1,否,是,是
G02B21/24,2,0.0002,1,否,是,是
A23C9/12,2,0.0002,1,否,是,是
B65G47/26,2,0.0002,1,否,是,是
B05C11/02,2,0.0002,1,否,是,是
G06F21/46,2,0.0002,1,否,是,是
H01Q1/52,2,0.0002,1,否,是,是
B41J11/00,2,0.0002,1,否,是,是
B29C39/38,2,0.0002,1,否,是,是
H02M3/156,2,0.0002,1,否,是,是
C09J7/10,2,0.0002,1,否,是,是
B65G37/00,2,0.0002,1,否,是,是
F04B53/14,2,0.0002,1,否,是,是
G09B9/08,2,0.0002,1,否,是,是
B65G15/58,2,0.0002,1,否,是,是
G06V20/54,2,0.0002,1,否,是,是
B65G47/44,2,0.0002,1,否,是,是
B65G13/12,2,0.0002,1,否,是,是
C09D163/02,2,0.0002,1,否,是,是
H04L67/55,2,0.0002,1,否,是,是
H01L51/50,2,0.0002,1,否,是,是
C02F9/12,2,0.0002,1,否,是,是
B01D36/02,2,0.0002,1,否,是,是
B01F27/80,2,0.0002,1,否,是,是
G06F13/40,2,0.0002,1,否,是,是
B41F23/04,2,0.0002,1,否,是,是
B65G1/06,2,0.0002,1,否,是,是
E03D9/00,2,0.0002,1,否,是,是
G01W1/02,2,0.0002,1,否,是,是
G01N27/84,2,0.0002,1,否,是,是
C08J9/32,2,0.0002,1,否,是,是
H04W52/02,2,0.0002,1,否,是,是
H04L67/02,2,0.0002,1,否,是,是
G01R31/387,2,0.0002,1,否,是,是
A23L19/10,2,0.0002,1,否,是,是
C04B28/02,2,0.0002,1,否,是,是
C08B37/00,2,0.0002,1,否,是,是
G07G1/00,2,0.0002,1,否,是,是
F15B11/16,2,0.0002,1,否,是,是
H04W28/16,2,0.0002,1,否,是,是
H01R13/02,2,0.0002,1,否,是,是
H01M10/052,2,0.0002,1,否,是,是
B65D90/54,2,0.0002,1,否,是,是
B65B51/10,2,0.0002,1,否,是,是
G01M5/00,2,0.0002,1,否,是,是
C04B38/06,2,0.0002,1,否,是,是
E02B15/10,2,0.0002,1,否,是,是
C25D11/02,2,0.0002,1,否,是,是
B09C1/08,2,0.0002,1,否,是,是
G06F8/71,2,0.0002,1,否,是,是
B31B70/04,2,0.0002,1,否,是,是
G01N3/40,2,0.0002,1,否,是,是
B60L53/302,2,0.0002,1,否,是,是
C23C16/26,2,0.0002,1,否,是,是
F16L3/10,2,0.0002,1,否,是,是
G06T7/80,2,0.0002,1,否,是,是
A01G18/69,2,0.0002,1,否,是,是
C25D17/08,2,0.0002,1,否,是,是
G02B21/34,2,0.0002,1,否,是,是
B62D21/02,2,0.0002,1,否,是,是
C07K14/78,2,0.0002,1,否,是,是
G06F40/18,2,0.0002,1,否,是,是
B65H18/02,2,0.0002,1,否,是,是
E02D27/44,2,0.0002,1,否,是,是
E01D21/06,2,0.0002,1,否,是,是
B02B5/02,2,0.0002,1,否,是,是
B65G53/24,2,0.0002,1,否,是,是
A61K9/06,2,0.0002,1,否,是,是
C02F1/14,2,0.0002,1,否,是,是
A43D11/12,2,0.0002,1,否,是,是
A44C5/00,2,0.0002,1,否,是,是
B65G15/22,2,0.0002,1,否,是,是
B29C49/28,2,0.0002,1,否,是,是
B28C9/02,2,0.0002,1,否,是,是
G10L21/013,2,0.0002,1,否,是,是
C08L79/08,2,0.0002,1,否,是,是
G06F21/10,2,0.0002,1,否,是,是
A21C5/00,2,0.0002,1,否,是,是
B08B9/047,2,0.0002,1,否,是,是
B29B7/82,2,0.0002,1,否,是,是
H02G3/04,2,0.0002,1,否,是,是
C12Q1/689,2,0.0002,1,否,是,是
A61G13/00,2,0.0002,1,否,是,是
G01D21/00,2,0.0002,1,否,是,是
G06F21/32,2,0.0002,1,否,是,是
H05K1/02,2,0.0002,1,否,是,是
B66C23/20,2,0.0002,1,否,是,是
H04B1/40,2,0.0002,1,否,是,是
G01J5/00,2,0.0002,1,否,是,是
B63B17/00,2,0.0002,1,否,是,是
F24H9/20,2,0.0002,1,否,是,是
B44B5/00,2,0.0002,1,否,是,是
B08B3/06,2,0.0002,1,否,是,是
H01L31/0224,2,0.0002,1,否,是,是
B07C5/18,2,0.0002,1,否,是,是
F01K25/10,2,0.0002,1,否,是,是
A01N43/54,2,0.0002,1,否,是,是
B23K26/064,2,0.0002,1,否,是,是
C12N5/077,2,0.0002,1,否,是,是
G01M13/003,2,0.0002,1,否,是,是
G01N15/06,2,0.0002,1,否,是,是
H04W4/42,2,0.0002,1,否,是,是
C03B25/00,2,0.0002,1,否,是,是
H03K19/0175,2,0.0002,1,否,是,是
G06T19/20,2,0.0002,1,否,是,是
B65G69/00,2,0.0002,1,否,是,是
G06F16/906,2,0.0002,1,否,是,是
B30B11/04,2,0.0002,1,否,是,是
E06B3/46,2,0.0002,1,否,是,是
G06F15/78,2,0.0002,1,否,是,是
B65G21/08,2,0.0002,1,否,是,是
B29C45/44,2,0.0002,1,否,是,是
G01M7/08,2,0.0002,1,否,是,是
C01B32/05,2,0.0002,1,否,是,是
C12N15/10,2,0.0002,1,否,是,是
G06F30/398,2,0.0002,1,否,是,是
B24B1/00,2,0.0002,1,否,是,是
B65B35/16,2,0.0002,1,否,是,是
A61H33/06,2,0.0002,1,否,是,是
G06F21/41,2,0.0002,1,否,是,是
F15B19/00,2,0.0002,1,否,是,是
B61D27/00,2,0.0002,1,否,是,是
C01B32/50,2,0.0002,1,否,是,是
B65G33/26,2,0.0002,1,否,是,是
G01N3/30,2,0.0002,1,否,是,是
G06F40/284,2,0.0002,1,否,是,是
H01M50/531,2,0.0002,1,否,是,是
B21D39/00,2,0.0002,1,否,是,是
H04L67/61,2,0.0002,1,否,是,是
E04D3/30,2,0.0002,1,否,是,是
A01K5/02,2,0.0002,1,否,是,是
B29C64/10,2,0.0002,1,否,是,是
A01B79/02,2,0.0002,1,否,是,是
E02D17/20,2,0.0002,1,否,是,是
H02J1/14,2,0.0002,1,否,是,是
E04G21/02,2,0.0002,1,否,是,是
B26D7/20,2,0.0002,1,否,是,是
C12Q1/6886,2,0.0002,1,否,是,是
G06F3/14,2,0.0002,1,否,是,是
A21C11/10,2,0.0002,1,否,是,是
H02B1/50,2,0.0002,1,否,是,是
D06P3/82,2,0.0002,1,否,是,是
B65G67/08,2,0.0002,1,否,是,是
C22C1/02,2,0.0002,1,否,是,是
C09D133/00,2,0.0002,1,否,是,是
B64G7/00,2,0.0002,1,否,是,是
C02F1/24,2,0.0002,1,否,是,是
H04R1/02,2,0.0002,1,否,是,是
B60L15/20,2,0.0002,1,否,是,是
B21J13/10,2,0.0002,1,否,是,是
H04W4/38,2,0.0002,1,否,是,是
B01L1/00,2,0.0002,1,否,是,是
H04L67/63,2,0.0002,1,否,是,是
H01L31/049,2,0.0002,1,否,是,是
G01M15/00,2,0.0002,1,否,是,是
C02F1/40,2,0.0002,1,否,是,是
H01M50/342,2,0.0002,1,否,是,是
D01F6/94,2,0.0002,1,否,是,是
E03C1/04,2,0.0002,1,否,是,是
H04L27/26,2,0.0002,1,否,是,是
A61B50/31,2,0.0002,1,否,是,是
B67D7/02,2,0.0002,1,否,是,是
B01F27/95,2,0.0002,1,否,是,是
H04W8/18,2,0.0002,1,否,是,是
B08B7/02,2,0.0002,1,否,是,是
H02J3/02,2,0.0002,1,否,是,是
B28C7/00,2,0.0002,1,否,是,是
H05K3/22,2,0.0002,1,否,是,是
H02M7/42,2,0.0002,1,否,是,是
E04B2/96,2,0.0002,1,否,是,是
B29C65/48,2,0.0002,1,否,是,是
C12M1/36,2,0.0002,1,否,是,是
F16J15/06,2,0.0002,1,否,是,是
B62D25/24,2,0.0002,1,否,是,是
H01M50/256,2,0.0002,1,否,是,是
A61F2/28,2,0.0002,1,否,是,是
H01R13/40,2,0.0002,1,否,是,是
H04M1/02,2,0.0002,1,否,是,是
G01N17/00,2,0.0002,1,否,是,是
G09F9/35,2,0.0002,1,否,是,是
F16L21/08,2,0.0002,1,否,是,是
G16H15/00,2,0.0002,1,否,是,是
G09B9/04,2,0.0002,1,否,是,是
G01M3/28,2,0.0002,1,否,是,是
B21J9/18,2,0.0002,1,否,是,是
E21F17/00,2,0.0002,1,否,是,是
B65G17/12,2,0.0002,1,否,是,是
H01M50/24,2,0.0002,1,否,是,是
B05C1/02,2,0.0002,1,否,是,是
A23L33/10,2,0.0002,1,否,是,是
H01M4/04,2,0.0002,1,否,是,是
H04L27/00,2,0.0002,1,否,是,是
A61B3/103,2,0.0002,1,否,是,是
B22F12/82,2,0.0002,1,否,是,是
B09B3/35,2,0.0002,1,否,是,是
B65G45/22,2,0.0002,1,否,是,是
B65B5/04,2,0.0002,1,否,是,是
G06F40/289,2,0.0002,1,否,是,是
H04W4/44,2,0.0002,1,否,是,是
G01N21/65,2,0.0002,1,否,是,是
G06T7/10,2,0.0002,1,否,是,是
B65B33/02,2,0.0002,1,否,是,是
H04N5/222,2,0.0002,1,否,是,是
B24C1/04,2,0.0002,1,否,是,是
B65H67/04,2,0.0002,1,否,是,是
H05B45/30,2,0.0002,1,否,是,是
B07B1/46,2,0.0002,1,否,是,是
B07C5/342,2,0.0002,1,否,是,是
E04G21/32,2,0.0002,1,否,是,是
H01B13/14,2,0.0002,1,否,是,是
D06B23/04,2,0.0002,1,否,是,是
F04D27/00,2,0.0002,1,否,是,是
B29B17/00,2,0.0002,1,否,是,是
B60H1/32,2,0.0002,1,否,是,是
B60L53/30,2,0.0002,1,否,是,是
H01R43/00,2,0.0002,1,否,是,是
B21B1/40,2,0.0002,1,否,是,是
G06F3/0481,2,0.0002,1,否,是,是
C04B38/08,2,0.0002,1,否,是,是
B21D28/02,2,0.0002,1,否,是,是
A23K10/37,2,0.0002,1,否,是,是
G01M3/20,2,0.0002,1,否,是,是
B60R13/08,2,0.0002,1,否,是,是
B60L53/60,2,0.0002,1,否,是,是
A23L11/50,2,0.0002,1,否,是,是
B29C48/25,2,0.0002,1,否,是,是
G09B5/14,2,0.0002,1,否,是,是
G01G19/52,2,0.0002,1,否,是,是
C07D401/04,2,0.0002,1,否,是,是
H02S30/20,2,0.0002,1,否,是,是
C12N5/071,2,0.0002,1,否,是,是
B60L53/51,2,0.0002,1,否,是,是
F25B13/00,2,0.0002,1,否,是,是
B29C43/24,2,0.0002,1,否,是,是
A01K63/00,2,0.0002,1,否,是,是
A01N65/42,2,0.0002,1,否,是,是
A21D2/36,2,0.0002,1,否,是,是
E01F15/02,2,0.0002,1,否,是,是
E01D19/10,2,0.0002,1,否,是,是
G06F9/4401,2,0.0002,1,否,是,是
A47J31/00,2,0.0002,1,否,是,是
E01H3/02,2,0.0002,1,否,是,是
B66C19/00,2,0.0002,1,否,是,是
F26B13/08,2,0.0002,1,否,是,是
B01J20/24,2,0.0002,1,否,是,是
A61K49/00,2,0.0002,1,否,是,是
F16M11/36,2,0.0002,1,否,是,是
A01M29/10,1,0.0001,0,是,是,是
B27C3/02,1,0.0001,0,是,是,是
C05G3/40,1,0.0001,0,是,是,是
B28B13/06,1,0.0001,0,是,是,是
F24F8/133,1,0.0001,0,是,是,是
C10M169/00,1,0.0001,0,是,是,是
G06F16/51,1,0.0001,0,是,是,是
A61M5/36,1,0.0001,0,是,是,是
A21D2/26,1,0.0001,0,是,是,是
B29C51/26,1,0.0001,0,是,是,是
G06Q50/22,1,0.0001,0,是,是,是
D03D49/12,1,0.0001,0,是,是,是
B21D43/18,1,0.0001,0,是,是,是
G01R31/58,1,0.0001,0,是,是,是
A01K39/012,1,0.0001,0,是,是,是
B65B57/14,1,0.0001,0,是,是,是
B22F12/67,1,0.0001,0,是,是,是
B28B3/26,1,0.0001,0,是,是,是
G11B33/14,1,0.0001,0,是,是,是
G03F9/00,1,0.0001,0,是,是,是
H02M7/219,1,0.0001,0,是,是,是
B01J29/46,1,0.0001,0,是,是,是
A01M1/08,1,0.0001,0,是,是,是
C07D495/04,1,0.0001,0,是,是,是
B21C23/22,1,0.0001,0,是,是,是
H04W12/08,1,0.0001,0,是,是,是
G16C20/70,1,0.0001,0,是,是,是
C25C3/08,1,0.0001,0,是,是,是
B23Q3/12,1,0.0001,0,是,是,是
C04B28/26,1,0.0001,0,是,是,是
H02J3/16,1,0.0001,0,是,是,是
F22G3/00,1,0.0001,0,是,是,是
G01F23/04,1,0.0001,0,是,是,是
E04H3/08,1,0.0001,0,是,是,是
C08L77/06,1,0.0001,0,是,是,是
H04L45/00,1,0.0001,0,是,是,是
B64D45/00,1,0.0001,0,是,是,是
A23K30/00,1,0.0001,0,是,是,是
A21C1/02,1,0.0001,0,是,是,是
G01R33/02,1,0.0001,0,是,是,是
A01K15/02,1,0.0001,0,是,是,是
B29C55/12,1,0.0001,0,是,是,是
C07C15/02,1,0.0001,0,是,是,是
A61B17/02,1,0.0001,0,是,是,是
G01R29/10,1,0.0001,0,是,是,是
B41F17/24,1,0.0001,0,是,是,是
H01L51/44,1,0.0001,0,是,是,是
B08B15/02,1,0.0001,0,是,是,是
F25B27/00,1,0.0001,0,是,是,是
C25C7/00,1,0.0001,0,是,是,是
A23L15/00,1,0.0001,0,是,是,是
C09J161/32,1,0.0001,0,是,是,是
A47L15/00,1,0.0001,0,是,是,是
G01H1/12,1,0.0001,0,是,是,是
F22B37/02,1,0.0001,0,是,是,是
G06F8/76,1,0.0001,0,是,是,是
A61B34/30,1,0.0001,0,是,是,是
H04B1/38,1,0.0001,0,是,是,是
C09D167/08,1,0.0001,0,是,是,是
B23K9/26,1,0.0001,0,是,是,是
E03F5/02,1,0.0001,0,是,是,是
H03H17/02,1,0.0001,0,是,是,是
F24C3/10,1,0.0001,0,是,是,是
H01B13/02,1,0.0001,0,是,是,是
H02P21/00,1,0.0001,0,是,是,是
G01R11/04,1,0.0001,0,是,是,是
D06B3/04,1,0.0001,0,是,是,是
B01F33/71,1,0.0001,0,是,是,是
H01M50/325,1,0.0001,0,是,是,是
H01C1/14,1,0.0001,0,是,是,是
B29C43/50,1,0.0001,0,是,是,是
A01M29/00,1,0.0001,0,是,是,是
B24B23/00,1,0.0001,0,是,是,是
E04F21/16,1,0.0001,0,是,是,是
H04N21/414,1,0.0001,0,是,是,是
B65G57/02,1,0.0001,0,是,是,是
C10L1/04,1,0.0001,0,是,是,是
H01G9/08,1,0.0001,0,是,是,是
H01B7/42,1,0.0001,0,是,是,是
B28B7/22,1,0.0001,0,是,是,是
D06C15/02,1,0.0001,0,是,是,是
E04B7/00,1,0.0001,0,是,是,是
A61J3/07,1,0.0001,0,是,是,是
H01M4/66,1,0.0001,0,是,是,是
A47J37/07,1,0.0001,0,是,是,是
E01F9/506,1,0.0001,0,是,是,是
H01M10/615,1,0.0001,0,是,是,是
B30B9/32,1,0.0001,0,是,是,是
F16K11/10,1,0.0001,0,是,是,是
F01K23/10,1,0.0001,0,是,是,是
B41F33/00,1,0.0001,0,是,是,是
F16B35/02,1,0.0001,0,是,是,是
B41J3/44,1,0.0001,0,是,是,是
B01D53/047,1,0.0001,0,是,是,是
A61F5/48,1,0.0001,0,是,是,是
H04L67/146,1,0.0001,0,是,是,是
F17D1/07,1,0.0001,0,是,是,是
F16M11/14,1,0.0001,0,是,是,是
B01F27/17,1,0.0001,0,是,是,是
E04C3/20,1,0.0001,0,是,是,是
F23K1/04,1,0.0001,0,是,是,是
F16C11/04,1,0.0001,0,是,是,是
A61B17/12,1,0.0001,0,是,是,是
C09J153/02,1,0.0001,0,是,是,是
B28C3/00,1,0.0001,0,是,是,是
G06N3/02,1,0.0001,0,是,是,是
F27B9/14,1,0.0001,0,是,是,是
H02K1/28,1,0.0001,0,是,是,是
B66F7/20,1,0.0001,0,是,是,是
C09D127/18,1,0.0001,0,是,是,是
H01H31/02,1,0.0001,0,是,是,是
A61B5/021,1,0.0001,0,是,是,是
G06F17/16,1,0.0001,0,是,是,是
A01N37/22,1,0.0001,0,是,是,是
C03B11/08,1,0.0001,0,是,是,是
B63B35/00,1,0.0001,0,是,是,是
B02C13/13,1,0.0001,0,是,是,是
C09G1/12,1,0.0001,0,是,是,是
B01J23/888,1,0.0001,0,是,是,是
G01B5/14,1,0.0001,0,是,是,是
B65H5/02,1,0.0001,0,是,是,是
B01D53/86,1,0.0001,0,是,是,是
G07C9/38,1,0.0001,0,是,是,是
E02D17/04,1,0.0001,0,是,是,是
G01S19/30,1,0.0001,0,是,是,是
E05B85/10,1,0.0001,0,是,是,是
A01C9/02,1,0.0001,0,是,是,是
D02H1/00,1,0.0001,0,是,是,是
H01R13/46,1,0.0001,0,是,是,是
B27B5/04,1,0.0001,0,是,是,是
G06N20/20,1,0.0001,0,是,是,是
C03C27/10,1,0.0001,0,是,是,是
C08G77/04,1,0.0001,0,是,是,是
F24F11/89,1,0.0001,0,是,是,是
G01N21/76,1,0.0001,0,是,是,是
H04W72/00,1,0.0001,0,是,是,是
B32B27/02,1,0.0001,0,是,是,是
F28D7/16,1,0.0001,0,是,是,是
A23L3/16,1,0.0001,0,是,是,是
B60S1/60,1,0.0001,0,是,是,是
C04B35/532,1,0.0001,0,是,是,是
B25J9/08,1,0.0001,0,是,是,是
E05F15/689,1,0.0001,0,是,是,是
E21F1/06,1,0.0001,0,是,是,是
D01F1/10,1,0.0001,0,是,是,是
B65H81/00,1,0.0001,0,是,是,是
C25B11/04,1,0.0001,0,是,是,是
B01D3/42,1,0.0001,0,是,是,是
G01L1/22,1,0.0001,0,是,是,是
G07F17/00,1,0.0001,0,是,是,是
H05B3/00,1,0.0001,0,是,是,是
B66C17/00,1,0.0001,0,是,是,是
C02F1/48,1,0.0001,0,是,是,是
B65B7/28,1,0.0001,0,是,是,是
A01G33/00,1,0.0001,0,是,是,是
H04W28/08,1,0.0001,0,是,是,是
B65H49/34,1,0.0001,0,是,是,是
F01P11/00,1,0.0001,0,是,是,是
G01N21/3581,1,0.0001,0,是,是,是
B65G33/14,1,0.0001,0,是,是,是
B02C15/14,1,0.0001,0,是,是,是
G16H40/00,1,0.0001,0,是,是,是
G07C13/00,1,0.0001,0,是,是,是
C08G73/02,1,0.0001,0,是,是,是
B21D19/08,1,0.0001,0,是,是,是
G06F16/242,1,0.0001,0,是,是,是
B60P1/16,1,0.0001,0,是,是,是
G01R33/12,1,0.0001,0,是,是,是
B66D1/28,1,0.0001,0,是,是,是
H02K9/19,1,0.0001,0,是,是,是
F16N37/00,1,0.0001,0,是,是,是
G06F21/72,1,0.0001,0,是,是,是
G16C20/90,1,0.0001,0,是,是,是
F24H9/00,1,0.0001,0,是,是,是
G05F1/56,1,0.0001,0,是,是,是
A62C3/02,1,0.0001,0,是,是,是
H04L67/1029,1,0.0001,0,是,是,是
A23L3/04,1,0.0001,0,是,是,是
C02F1/44,1,0.0001,0,是,是,是
E01C7/32,1,0.0001,0,是,是,是
H01H71/10,1,0.0001,0,是,是,是
B65B1/14,1,0.0001,0,是,是,是
B41J11/02,1,0.0001,0,是,是,是
G06V20/20,1,0.0001,0,是,是,是
H04L51/046,1,0.0001,0,是,是,是
B24B5/08,1,0.0001,0,是,是,是
G01R19/165,1,0.0001,0,是,是,是
C08L77/02,1,0.0001,0,是,是,是
G06F40/10,1,0.0001,0,是,是,是
C07C46/00,1,0.0001,0,是,是,是
H01Q21/06,1,0.0001,0,是,是,是
D01H13/10,1,0.0001,0,是,是,是
E21B43/26,1,0.0001,0,是,是,是
G01R31/392,1,0.0001,0,是,是,是
F24H9/1818,1,0.0001,0,是,是,是
H01M4/137,1,0.0001,0,是,是,是
A61L9/20,1,0.0001,0,是,是,是
G16B5/00,1,0.0001,0,是,是,是
C09K17/40,1,0.0001,0,是,是,是
B23B15/00,1,0.0001,0,是,是,是
B21D51/22,1,0.0001,0,是,是,是
A61B10/00,1,0.0001,0,是,是,是
C12M1/40,1,0.0001,0,是,是,是
G08B21/10,1,0.0001,0,是,是,是
E21F5/04,1,0.0001,0,是,是,是
A61L2/18,1,0.0001,0,是,是,是
G08B13/196,1,0.0001,0,是,是,是
B65D5/20,1,0.0001,0,是,是,是
A01J5/00,1,0.0001,0,是,是,是
B07C3/08,1,0.0001,0,是,是,是
B65G57/00,1,0.0001,0,是,是,是
A61B90/11,1,0.0001,0,是,是,是
B63H21/20,1,0.0001,0,是,是,是
F16N7/34,1,0.0001,0,是,是,是
H01R13/629,1,0.0001,0,是,是,是
C12Q1/6876,1,0.0001,0,是,是,是
B65D19/38,1,0.0001,0,是,是,是
A23L29/10,1,0.0001,0,是,是,是
A61K36/8994,1,0.0001,0,是,是,是
G06F3/044,1,0.0001,0,是,是,是
B64F5/10,1,0.0001,0,是,是,是
B05B1/18,1,0.0001,0,是,是,是
G03B21/54,1,0.0001,0,是,是,是
E05F15/611,1,0.0001,0,是,是,是
E01C11/22,1,0.0001,0,是,是,是
G01R31/3842,1,0.0001,0,是,是,是
G01N25/72,1,0.0001,0,是,是,是
B66B1/06,1,0.0001,0,是,是,是
G01S15/89,1,0.0001,0,是,是,是
H01M50/298,1,0.0001,0,是,是,是
B66F19/00,1,0.0001,0,是,是,是
D04B1/26,1,0.0001,0,是,是,是
F16K11/044,1,0.0001,0,是,是,是
F24F1/0011,1,0.0001,0,是,是,是
B04B7/00,1,0.0001,0,是,是,是
C23C26/02,1,0.0001,0,是,是,是
B60K7/00,1,0.0001,0,是,是,是
E03B11/10,1,0.0001,0,是,是,是
H01J61/16,1,0.0001,0,是,是,是
G21C21/08,1,0.0001,0,是,是,是
C03C15/00,1,0.0001,0,是,是,是
G06F16/335,1,0.0001,0,是,是,是
A23L17/00,1,0.0001,0,是,是,是
G06F40/211,1,0.0001,0,是,是,是
B24B29/06,1,0.0001,0,是,是,是
F24S25/67,1,0.0001,0,是,是,是
E03B1/02,1,0.0001,0,是,是,是
B29C53/58,1,0.0001,0,是,是,是
C05F15/00,1,0.0001,0,是,是,是
D06B23/10,1,0.0001,0,是,是,是
B65H75/04,1,0.0001,0,是,是,是
E01B9/60,1,0.0001,0,是,是,是
B23K26/382,1,0.0001,0,是,是,是
H02H9/04,1,0.0001,0,是,是,是
H01L41/047,1,0.0001,0,是,是,是
F41B6/00,1,0.0001,0,是,是,是
A01D29/00,1,0.0001,0,是,是,是
A61K31/635,1,0.0001,0,是,是,是
C10L1/14,1,0.0001,0,是,是,是
H04B3/54,1,0.0001,0,是,是,是
G01M13/027,1,0.0001,0,是,是,是
A23C19/05,1,0.0001,0,是,是,是
G01C9/24,1,0.0001,0,是,是,是
F04D19/04,1,0.0001,0,是,是,是
H01H1/58,1,0.0001,0,是,是,是
B61L27/57,1,0.0001,0,是,是,是
B03B5/48,1,0.0001,0,是,是,是
A63F9/20,1,0.0001,0,是,是,是
E04C2/30,1,0.0001,0,是,是,是
C12G3/024,1,0.0001,0,是,是,是
E04G21/18,1,0.0001,0,是,是,是
B29C41/02,1,0.0001,0,是,是,是
C23C14/06,1,0.0001,0,是,是,是
E04G5/04,1,0.0001,0,是,是,是
G01N15/02,1,0.0001,0,是,是,是
B65G67/06,1,0.0001,0,是,是,是
G06F21/30,1,0.0001,0,是,是,是
A01G13/00,1,0.0001,0,是,是,是
B60P1/44,1,0.0001,0,是,是,是
B21C1/00,1,0.0001,0,是,是,是
C08J9/08,1,0.0001,0,是,是,是
G06Q50/10,1,0.0001,0,是,是,是
D04B9/00,1,0.0001,0,是,是,是
C08L77/00,1,0.0001,0,是,是,是
G07C9/10,1,0.0001,0,是,是,是
B21K1/46,1,0.0001,0,是,是,是
B22F10/10,1,0.0001,0,是,是,是
C14B17/14,1,0.0001,0,是,是,是
B62K19/30,1,0.0001,0,是,是,是
B01J6/00,1,0.0001,0,是,是,是
A01M29/32,1,0.0001,0,是,是,是
B05D7/24,1,0.0001,0,是,是,是
H02K1/14,1,0.0001,0,是,是,是
B23Q7/02,1,0.0001,0,是,是,是
B05C3/09,1,0.0001,0,是,是,是
B21D28/24,1,0.0001,0,是,是,是
D05B1/20,1,0.0001,0,是,是,是
F25D23/02,1,0.0001,0,是,是,是
E02D3/115,1,0.0001,0,是,是,是
H01R13/508,1,0.0001,0,是,是,是
G06F16/955,1,0.0001,0,是,是,是
H04L49/10,1,0.0001,0,是,是,是
C04B28/06,1,0.0001,0,是,是,是
C04B35/596,1,0.0001,0,是,是,是
B29B17/02,1,0.0001,0,是,是,是
F04B47/00,1,0.0001,0,是,是,是
B61L5/00,1,0.0001,0,是,是,是
C23C2/20,1,0.0001,0,是,是,是
F16J15/02,1,0.0001,0,是,是,是
H05K13/08,1,0.0001,0,是,是,是
B64D37/30,1,0.0001,0,是,是,是
B05D5/00,1,0.0001,0,是,是,是
B21D7/025,1,0.0001,0,是,是,是
B65G59/10,1,0.0001,0,是,是,是
C12N1/19,1,0.0001,0,是,是,是
B21J5/02,1,0.0001,0,是,是,是
B65H49/38,1,0.0001,0,是,是,是
B26D1/18,1,0.0001,0,是,是,是
B60T13/36,1,0.0001,0,是,是,是
G01N33/14,1,0.0001,0,是,是,是
B22D30/00,1,0.0001,0,是,是,是
A61H33/04,1,0.0001,0,是,是,是
H01M50/152,1,0.0001,0,是,是,是
B01J23/80,1,0.0001,0,是,是,是
B60N2/005,1,0.0001,0,是,是,是
G01S19/14,1,0.0001,0,是,是,是
C08H1/00,1,0.0001,0,是,是,是
E02F9/08,1,0.0001,0,是,是,是
F16M11/12,1,0.0001,0,是,是,是
B23K26/36,1,0.0001,0,是,是,是
A41D19/015,1,0.0001,0,是,是,是
E02D7/16,1,0.0001,0,是,是,是
B01J23/89,1,0.0001,0,是,是,是
C04B41/90,1,0.0001,0,是,是,是
D01H9/02,1,0.0001,0,是,是,是
G06V10/12,1,0.0001,0,是,是,是
G01M3/34,1,0.0001,0,是,是,是
H05K3/46,1,0.0001,0,是,是,是
C08J3/12,1,0.0001,0,是,是,是
